original_index,unit1_lidar,original_unit1_pwr_best-beam,original_unit1_pwr
1988,../scenario31/unit1/lidar_data/lidar_data_1988.ply,40,./unit1/mmWave_data/mmWave_power_1988.txt
1989,../scenario31/unit1/lidar_data/lidar_data_1989.ply,38,./unit1/mmWave_data/mmWave_power_1989.txt
1990,../scenario31/unit1/lidar_data/lidar_data_1990.ply,38,./unit1/mmWave_data/mmWave_power_1990.txt
1991,../scenario31/unit1/lidar_data/lidar_data_1991.ply,36,./unit1/mmWave_data/mmWave_power_1991.txt
1992,../scenario31/unit1/lidar_data/lidar_data_1992.ply,37,./unit1/mmWave_data/mmWave_power_1992.txt
1993,../scenario31/unit1/lidar_data/lidar_data_1993.ply,38,./unit1/mmWave_data/mmWave_power_1993.txt
1994,../scenario31/unit1/lidar_data/lidar_data_1994.ply,37,./unit1/mmWave_data/mmWave_power_1994.txt
1995,../scenario31/unit1/lidar_data/lidar_data_1995.ply,36,./unit1/mmWave_data/mmWave_power_1995.txt
1996,../scenario31/unit1/lidar_data/lidar_data_1996.ply,37,./unit1/mmWave_data/mmWave_power_1996.txt
1997,../scenario31/unit1/lidar_data/lidar_data_1997.ply,36,./unit1/mmWave_data/mmWave_power_1997.txt
1998,../scenario31/unit1/lidar_data/lidar_data_1998.ply,33,./unit1/mmWave_data/mmWave_power_1998.txt
1999,../scenario31/unit1/lidar_data/lidar_data_1999.ply,33,./unit1/mmWave_data/mmWave_power_1999.txt
2000,../scenario31/unit1/lidar_data/lidar_data_2000.ply,34,./unit1/mmWave_data/mmWave_power_2000.txt
2001,../scenario31/unit1/lidar_data/lidar_data_2001.ply,34,./unit1/mmWave_data/mmWave_power_2001.txt
2002,../scenario31/unit1/lidar_data/lidar_data_2002.ply,33,./unit1/mmWave_data/mmWave_power_2002.txt
2003,../scenario31/unit1/lidar_data/lidar_data_2003.ply,33,./unit1/mmWave_data/mmWave_power_2003.txt
2004,../scenario31/unit1/lidar_data/lidar_data_2004.ply,34,./unit1/mmWave_data/mmWave_power_2004.txt
2005,../scenario31/unit1/lidar_data/lidar_data_2005.ply,33,./unit1/mmWave_data/mmWave_power_2005.txt
2006,../scenario31/unit1/lidar_data/lidar_data_2006.ply,33,./unit1/mmWave_data/mmWave_power_2006.txt
2007,../scenario31/unit1/lidar_data/lidar_data_2007.ply,32,./unit1/mmWave_data/mmWave_power_2007.txt
2008,../scenario31/unit1/lidar_data/lidar_data_2008.ply,33,./unit1/mmWave_data/mmWave_power_2008.txt
2009,../scenario31/unit1/lidar_data/lidar_data_2009.ply,33,./unit1/mmWave_data/mmWave_power_2009.txt
2010,../scenario31/unit1/lidar_data/lidar_data_2010.ply,32,./unit1/mmWave_data/mmWave_power_2010.txt
2011,../scenario31/unit1/lidar_data/lidar_data_2011.ply,30,./unit1/mmWave_data/mmWave_power_2011.txt
2012,../scenario31/unit1/lidar_data/lidar_data_2012.ply,32,./unit1/mmWave_data/mmWave_power_2012.txt
2013,../scenario31/unit1/lidar_data/lidar_data_2013.ply,32,./unit1/mmWave_data/mmWave_power_2013.txt
2014,../scenario31/unit1/lidar_data/lidar_data_2014.ply,31,./unit1/mmWave_data/mmWave_power_2014.txt
2015,../scenario31/unit1/lidar_data/lidar_data_2015.ply,31,./unit1/mmWave_data/mmWave_power_2015.txt
2016,../scenario31/unit1/lidar_data/lidar_data_2016.ply,32,./unit1/mmWave_data/mmWave_power_2016.txt
2017,../scenario31/unit1/lidar_data/lidar_data_2017.ply,29,./unit1/mmWave_data/mmWave_power_2017.txt
2018,../scenario31/unit1/lidar_data/lidar_data_2018.ply,33,./unit1/mmWave_data/mmWave_power_2018.txt
2019,../scenario31/unit1/lidar_data/lidar_data_2019.ply,16,./unit1/mmWave_data/mmWave_power_2019.txt
2020,../scenario31/unit1/lidar_data/lidar_data_2020.ply,29,./unit1/mmWave_data/mmWave_power_2020.txt
2021,../scenario31/unit1/lidar_data/lidar_data_2021.ply,30,./unit1/mmWave_data/mmWave_power_2021.txt
2022,../scenario31/unit1/lidar_data/lidar_data_2022.ply,31,./unit1/mmWave_data/mmWave_power_2022.txt
2023,../scenario31/unit1/lidar_data/lidar_data_2023.ply,29,./unit1/mmWave_data/mmWave_power_2023.txt
2024,../scenario31/unit1/lidar_data/lidar_data_2024.ply,29,./unit1/mmWave_data/mmWave_power_2024.txt
2025,../scenario31/unit1/lidar_data/lidar_data_2025.ply,28,./unit1/mmWave_data/mmWave_power_2025.txt
2026,../scenario31/unit1/lidar_data/lidar_data_2026.ply,29,./unit1/mmWave_data/mmWave_power_2026.txt
2027,../scenario31/unit1/lidar_data/lidar_data_2027.ply,29,./unit1/mmWave_data/mmWave_power_2027.txt
2028,../scenario31/unit1/lidar_data/lidar_data_2028.ply,28,./unit1/mmWave_data/mmWave_power_2028.txt
2029,../scenario31/unit1/lidar_data/lidar_data_2029.ply,28,./unit1/mmWave_data/mmWave_power_2029.txt
2030,../scenario31/unit1/lidar_data/lidar_data_2030.ply,28,./unit1/mmWave_data/mmWave_power_2030.txt
2031,../scenario31/unit1/lidar_data/lidar_data_2031.ply,28,./unit1/mmWave_data/mmWave_power_2031.txt
2032,../scenario31/unit1/lidar_data/lidar_data_2032.ply,28,./unit1/mmWave_data/mmWave_power_2032.txt
2033,../scenario31/unit1/lidar_data/lidar_data_2033.ply,27,./unit1/mmWave_data/mmWave_power_2033.txt
2034,../scenario31/unit1/lidar_data/lidar_data_2034.ply,28,./unit1/mmWave_data/mmWave_power_2034.txt
2035,../scenario31/unit1/lidar_data/lidar_data_2035.ply,27,./unit1/mmWave_data/mmWave_power_2035.txt
2036,../scenario31/unit1/lidar_data/lidar_data_2036.ply,27,./unit1/mmWave_data/mmWave_power_2036.txt
2037,../scenario31/unit1/lidar_data/lidar_data_2037.ply,27,./unit1/mmWave_data/mmWave_power_2037.txt
2038,../scenario31/unit1/lidar_data/lidar_data_2038.ply,26,./unit1/mmWave_data/mmWave_power_2038.txt
2039,../scenario31/unit1/lidar_data/lidar_data_2039.ply,26,./unit1/mmWave_data/mmWave_power_2039.txt
2040,../scenario31/unit1/lidar_data/lidar_data_2040.ply,26,./unit1/mmWave_data/mmWave_power_2040.txt
2041,../scenario31/unit1/lidar_data/lidar_data_2041.ply,25,./unit1/mmWave_data/mmWave_power_2041.txt
2042,../scenario31/unit1/lidar_data/lidar_data_2042.ply,26,./unit1/mmWave_data/mmWave_power_2042.txt
2043,../scenario31/unit1/lidar_data/lidar_data_2043.ply,23,./unit1/mmWave_data/mmWave_power_2043.txt
2044,../scenario31/unit1/lidar_data/lidar_data_2044.ply,23,./unit1/mmWave_data/mmWave_power_2044.txt
2045,../scenario31/unit1/lidar_data/lidar_data_2045.ply,29,./unit1/mmWave_data/mmWave_power_2045.txt
2046,../scenario31/unit1/lidar_data/lidar_data_2046.ply,22,./unit1/mmWave_data/mmWave_power_2046.txt
2047,../scenario31/unit1/lidar_data/lidar_data_2047.ply,22,./unit1/mmWave_data/mmWave_power_2047.txt
2048,../scenario31/unit1/lidar_data/lidar_data_2048.ply,21,./unit1/mmWave_data/mmWave_power_2048.txt
2049,../scenario31/unit1/lidar_data/lidar_data_2049.ply,21,./unit1/mmWave_data/mmWave_power_2049.txt
2050,../scenario31/unit1/lidar_data/lidar_data_2050.ply,20,./unit1/mmWave_data/mmWave_power_2050.txt
2051,../scenario31/unit1/lidar_data/lidar_data_2051.ply,20,./unit1/mmWave_data/mmWave_power_2051.txt
2052,../scenario31/unit1/lidar_data/lidar_data_2052.ply,19,./unit1/mmWave_data/mmWave_power_2052.txt
2053,../scenario31/unit1/lidar_data/lidar_data_2053.ply,17,./unit1/mmWave_data/mmWave_power_2053.txt
2054,../scenario31/unit1/lidar_data/lidar_data_2054.ply,17,./unit1/mmWave_data/mmWave_power_2054.txt
2055,../scenario31/unit1/lidar_data/lidar_data_2055.ply,17,./unit1/mmWave_data/mmWave_power_2055.txt
2056,../scenario31/unit1/lidar_data/lidar_data_2056.ply,16,./unit1/mmWave_data/mmWave_power_2056.txt
2057,../scenario31/unit1/lidar_data/lidar_data_2057.ply,14,./unit1/mmWave_data/mmWave_power_2057.txt
2058,../scenario31/unit1/lidar_data/lidar_data_2058.ply,14,./unit1/mmWave_data/mmWave_power_2058.txt
2059,../scenario31/unit1/lidar_data/lidar_data_2059.ply,13,./unit1/mmWave_data/mmWave_power_2059.txt
2060,../scenario31/unit1/lidar_data/lidar_data_2060.ply,14,./unit1/mmWave_data/mmWave_power_2060.txt
2061,../scenario31/unit1/lidar_data/lidar_data_2061.ply,11,./unit1/mmWave_data/mmWave_power_2061.txt
2062,../scenario31/unit1/lidar_data/lidar_data_2062.ply,10,./unit1/mmWave_data/mmWave_power_2062.txt
2063,../scenario31/unit1/lidar_data/lidar_data_2063.ply,10,./unit1/mmWave_data/mmWave_power_2063.txt
2064,../scenario31/unit1/lidar_data/lidar_data_2064.ply,8,./unit1/mmWave_data/mmWave_power_2064.txt
2065,../scenario31/unit1/lidar_data/lidar_data_2065.ply,10,./unit1/mmWave_data/mmWave_power_2065.txt
2066,../scenario31/unit1/lidar_data/lidar_data_2066.ply,6,./unit1/mmWave_data/mmWave_power_2066.txt
2067,../scenario31/unit1/lidar_data/lidar_data_2067.ply,6,./unit1/mmWave_data/mmWave_power_2067.txt
2068,../scenario31/unit1/lidar_data/lidar_data_2068.ply,3,./unit1/mmWave_data/mmWave_power_2068.txt
2069,../scenario31/unit1/lidar_data/lidar_data_2069.ply,2,./unit1/mmWave_data/mmWave_power_2069.txt
2070,../scenario31/unit1/lidar_data/lidar_data_2070.ply,2,./unit1/mmWave_data/mmWave_power_2070.txt
2071,../scenario31/unit1/lidar_data/lidar_data_2071.ply,2,./unit1/mmWave_data/mmWave_power_2071.txt
2072,../scenario31/unit1/lidar_data/lidar_data_2072.ply,2,./unit1/mmWave_data/mmWave_power_2072.txt
2163,../scenario31/unit1/lidar_data/lidar_data_2163.ply,48,./unit1/mmWave_data/mmWave_power_2163.txt
2164,../scenario31/unit1/lidar_data/lidar_data_2164.ply,48,./unit1/mmWave_data/mmWave_power_2164.txt
2165,../scenario31/unit1/lidar_data/lidar_data_2165.ply,48,./unit1/mmWave_data/mmWave_power_2165.txt
2166,../scenario31/unit1/lidar_data/lidar_data_2166.ply,48,./unit1/mmWave_data/mmWave_power_2166.txt
2167,../scenario31/unit1/lidar_data/lidar_data_2167.ply,45,./unit1/mmWave_data/mmWave_power_2167.txt
2168,../scenario31/unit1/lidar_data/lidar_data_2168.ply,49,./unit1/mmWave_data/mmWave_power_2168.txt
2169,../scenario31/unit1/lidar_data/lidar_data_2169.ply,47,./unit1/mmWave_data/mmWave_power_2169.txt
2170,../scenario31/unit1/lidar_data/lidar_data_2170.ply,48,./unit1/mmWave_data/mmWave_power_2170.txt
2171,../scenario31/unit1/lidar_data/lidar_data_2171.ply,47,./unit1/mmWave_data/mmWave_power_2171.txt
2172,../scenario31/unit1/lidar_data/lidar_data_2172.ply,48,./unit1/mmWave_data/mmWave_power_2172.txt
2173,../scenario31/unit1/lidar_data/lidar_data_2173.ply,47,./unit1/mmWave_data/mmWave_power_2173.txt
2174,../scenario31/unit1/lidar_data/lidar_data_2174.ply,46,./unit1/mmWave_data/mmWave_power_2174.txt
2175,../scenario31/unit1/lidar_data/lidar_data_2175.ply,47,./unit1/mmWave_data/mmWave_power_2175.txt
2176,../scenario31/unit1/lidar_data/lidar_data_2176.ply,46,./unit1/mmWave_data/mmWave_power_2176.txt
2177,../scenario31/unit1/lidar_data/lidar_data_2177.ply,55,./unit1/mmWave_data/mmWave_power_2177.txt
2178,../scenario31/unit1/lidar_data/lidar_data_2178.ply,47,./unit1/mmWave_data/mmWave_power_2178.txt
2179,../scenario31/unit1/lidar_data/lidar_data_2179.ply,38,./unit1/mmWave_data/mmWave_power_2179.txt
2180,../scenario31/unit1/lidar_data/lidar_data_2180.ply,43,./unit1/mmWave_data/mmWave_power_2180.txt
2181,../scenario31/unit1/lidar_data/lidar_data_2181.ply,49,./unit1/mmWave_data/mmWave_power_2181.txt
2182,../scenario31/unit1/lidar_data/lidar_data_2182.ply,47,./unit1/mmWave_data/mmWave_power_2182.txt
2183,../scenario31/unit1/lidar_data/lidar_data_2183.ply,47,./unit1/mmWave_data/mmWave_power_2183.txt
2184,../scenario31/unit1/lidar_data/lidar_data_2184.ply,44,./unit1/mmWave_data/mmWave_power_2184.txt
2185,../scenario31/unit1/lidar_data/lidar_data_2185.ply,45,./unit1/mmWave_data/mmWave_power_2185.txt
2186,../scenario31/unit1/lidar_data/lidar_data_2186.ply,46,./unit1/mmWave_data/mmWave_power_2186.txt
2187,../scenario31/unit1/lidar_data/lidar_data_2187.ply,45,./unit1/mmWave_data/mmWave_power_2187.txt
2188,../scenario31/unit1/lidar_data/lidar_data_2188.ply,44,./unit1/mmWave_data/mmWave_power_2188.txt
2189,../scenario31/unit1/lidar_data/lidar_data_2189.ply,45,./unit1/mmWave_data/mmWave_power_2189.txt
2190,../scenario31/unit1/lidar_data/lidar_data_2190.ply,15,./unit1/mmWave_data/mmWave_power_2190.txt
2191,../scenario31/unit1/lidar_data/lidar_data_2191.ply,43,./unit1/mmWave_data/mmWave_power_2191.txt
2192,../scenario31/unit1/lidar_data/lidar_data_2192.ply,45,./unit1/mmWave_data/mmWave_power_2192.txt
2193,../scenario31/unit1/lidar_data/lidar_data_2193.ply,44,./unit1/mmWave_data/mmWave_power_2193.txt
2194,../scenario31/unit1/lidar_data/lidar_data_2194.ply,44,./unit1/mmWave_data/mmWave_power_2194.txt
2195,../scenario31/unit1/lidar_data/lidar_data_2195.ply,43,./unit1/mmWave_data/mmWave_power_2195.txt
2196,../scenario31/unit1/lidar_data/lidar_data_2196.ply,44,./unit1/mmWave_data/mmWave_power_2196.txt
2197,../scenario31/unit1/lidar_data/lidar_data_2197.ply,43,./unit1/mmWave_data/mmWave_power_2197.txt
2198,../scenario31/unit1/lidar_data/lidar_data_2198.ply,43,./unit1/mmWave_data/mmWave_power_2198.txt
2199,../scenario31/unit1/lidar_data/lidar_data_2199.ply,45,./unit1/mmWave_data/mmWave_power_2199.txt
2200,../scenario31/unit1/lidar_data/lidar_data_2200.ply,44,./unit1/mmWave_data/mmWave_power_2200.txt
2201,../scenario31/unit1/lidar_data/lidar_data_2201.ply,44,./unit1/mmWave_data/mmWave_power_2201.txt
2202,../scenario31/unit1/lidar_data/lidar_data_2202.ply,43,./unit1/mmWave_data/mmWave_power_2202.txt
2203,../scenario31/unit1/lidar_data/lidar_data_2203.ply,44,./unit1/mmWave_data/mmWave_power_2203.txt
2204,../scenario31/unit1/lidar_data/lidar_data_2204.ply,43,./unit1/mmWave_data/mmWave_power_2204.txt
2205,../scenario31/unit1/lidar_data/lidar_data_2205.ply,42,./unit1/mmWave_data/mmWave_power_2205.txt
2206,../scenario31/unit1/lidar_data/lidar_data_2206.ply,43,./unit1/mmWave_data/mmWave_power_2206.txt
2207,../scenario31/unit1/lidar_data/lidar_data_2207.ply,42,./unit1/mmWave_data/mmWave_power_2207.txt
2208,../scenario31/unit1/lidar_data/lidar_data_2208.ply,42,./unit1/mmWave_data/mmWave_power_2208.txt
2209,../scenario31/unit1/lidar_data/lidar_data_2209.ply,43,./unit1/mmWave_data/mmWave_power_2209.txt
2210,../scenario31/unit1/lidar_data/lidar_data_2210.ply,42,./unit1/mmWave_data/mmWave_power_2210.txt
2211,../scenario31/unit1/lidar_data/lidar_data_2211.ply,43,./unit1/mmWave_data/mmWave_power_2211.txt
2212,../scenario31/unit1/lidar_data/lidar_data_2212.ply,42,./unit1/mmWave_data/mmWave_power_2212.txt
2213,../scenario31/unit1/lidar_data/lidar_data_2213.ply,39,./unit1/mmWave_data/mmWave_power_2213.txt
2214,../scenario31/unit1/lidar_data/lidar_data_2214.ply,42,./unit1/mmWave_data/mmWave_power_2214.txt
2215,../scenario31/unit1/lidar_data/lidar_data_2215.ply,40,./unit1/mmWave_data/mmWave_power_2215.txt
2216,../scenario31/unit1/lidar_data/lidar_data_2216.ply,39,./unit1/mmWave_data/mmWave_power_2216.txt
2217,../scenario31/unit1/lidar_data/lidar_data_2217.ply,40,./unit1/mmWave_data/mmWave_power_2217.txt
2218,../scenario31/unit1/lidar_data/lidar_data_2218.ply,39,./unit1/mmWave_data/mmWave_power_2218.txt
2219,../scenario31/unit1/lidar_data/lidar_data_2219.ply,30,./unit1/mmWave_data/mmWave_power_2219.txt
2220,../scenario31/unit1/lidar_data/lidar_data_2220.ply,40,./unit1/mmWave_data/mmWave_power_2220.txt
2221,../scenario31/unit1/lidar_data/lidar_data_2221.ply,39,./unit1/mmWave_data/mmWave_power_2221.txt
2222,../scenario31/unit1/lidar_data/lidar_data_2222.ply,38,./unit1/mmWave_data/mmWave_power_2222.txt
2223,../scenario31/unit1/lidar_data/lidar_data_2223.ply,39,./unit1/mmWave_data/mmWave_power_2223.txt
2224,../scenario31/unit1/lidar_data/lidar_data_2224.ply,39,./unit1/mmWave_data/mmWave_power_2224.txt
2225,../scenario31/unit1/lidar_data/lidar_data_2225.ply,39,./unit1/mmWave_data/mmWave_power_2225.txt
2226,../scenario31/unit1/lidar_data/lidar_data_2226.ply,39,./unit1/mmWave_data/mmWave_power_2226.txt
2227,../scenario31/unit1/lidar_data/lidar_data_2227.ply,38,./unit1/mmWave_data/mmWave_power_2227.txt
2228,../scenario31/unit1/lidar_data/lidar_data_2228.ply,38,./unit1/mmWave_data/mmWave_power_2228.txt
2229,../scenario31/unit1/lidar_data/lidar_data_2229.ply,38,./unit1/mmWave_data/mmWave_power_2229.txt
2230,../scenario31/unit1/lidar_data/lidar_data_2230.ply,37,./unit1/mmWave_data/mmWave_power_2230.txt
2231,../scenario31/unit1/lidar_data/lidar_data_2231.ply,36,./unit1/mmWave_data/mmWave_power_2231.txt
2232,../scenario31/unit1/lidar_data/lidar_data_2232.ply,39,./unit1/mmWave_data/mmWave_power_2232.txt
2233,../scenario31/unit1/lidar_data/lidar_data_2233.ply,37,./unit1/mmWave_data/mmWave_power_2233.txt
2234,../scenario31/unit1/lidar_data/lidar_data_2234.ply,37,./unit1/mmWave_data/mmWave_power_2234.txt
2235,../scenario31/unit1/lidar_data/lidar_data_2235.ply,35,./unit1/mmWave_data/mmWave_power_2235.txt
2236,../scenario31/unit1/lidar_data/lidar_data_2236.ply,36,./unit1/mmWave_data/mmWave_power_2236.txt
2237,../scenario31/unit1/lidar_data/lidar_data_2237.ply,36,./unit1/mmWave_data/mmWave_power_2237.txt
2238,../scenario31/unit1/lidar_data/lidar_data_2238.ply,37,./unit1/mmWave_data/mmWave_power_2238.txt
2239,../scenario31/unit1/lidar_data/lidar_data_2239.ply,37,./unit1/mmWave_data/mmWave_power_2239.txt
2240,../scenario31/unit1/lidar_data/lidar_data_2240.ply,34,./unit1/mmWave_data/mmWave_power_2240.txt
2241,../scenario31/unit1/lidar_data/lidar_data_2241.ply,32,./unit1/mmWave_data/mmWave_power_2241.txt
2242,../scenario31/unit1/lidar_data/lidar_data_2242.ply,34,./unit1/mmWave_data/mmWave_power_2242.txt
2243,../scenario31/unit1/lidar_data/lidar_data_2243.ply,33,./unit1/mmWave_data/mmWave_power_2243.txt
2244,../scenario31/unit1/lidar_data/lidar_data_2244.ply,34,./unit1/mmWave_data/mmWave_power_2244.txt
2245,../scenario31/unit1/lidar_data/lidar_data_2245.ply,33,./unit1/mmWave_data/mmWave_power_2245.txt
2246,../scenario31/unit1/lidar_data/lidar_data_2246.ply,33,./unit1/mmWave_data/mmWave_power_2246.txt
2247,../scenario31/unit1/lidar_data/lidar_data_2247.ply,33,./unit1/mmWave_data/mmWave_power_2247.txt
2248,../scenario31/unit1/lidar_data/lidar_data_2248.ply,33,./unit1/mmWave_data/mmWave_power_2248.txt
2249,../scenario31/unit1/lidar_data/lidar_data_2249.ply,33,./unit1/mmWave_data/mmWave_power_2249.txt
2250,../scenario31/unit1/lidar_data/lidar_data_2250.ply,33,./unit1/mmWave_data/mmWave_power_2250.txt
2251,../scenario31/unit1/lidar_data/lidar_data_2251.ply,33,./unit1/mmWave_data/mmWave_power_2251.txt
2252,../scenario31/unit1/lidar_data/lidar_data_2252.ply,33,./unit1/mmWave_data/mmWave_power_2252.txt
2253,../scenario31/unit1/lidar_data/lidar_data_2253.ply,32,./unit1/mmWave_data/mmWave_power_2253.txt
2254,../scenario31/unit1/lidar_data/lidar_data_2254.ply,32,./unit1/mmWave_data/mmWave_power_2254.txt
2255,../scenario31/unit1/lidar_data/lidar_data_2255.ply,32,./unit1/mmWave_data/mmWave_power_2255.txt
2256,../scenario31/unit1/lidar_data/lidar_data_2256.ply,32,./unit1/mmWave_data/mmWave_power_2256.txt
2257,../scenario31/unit1/lidar_data/lidar_data_2257.ply,31,./unit1/mmWave_data/mmWave_power_2257.txt
2258,../scenario31/unit1/lidar_data/lidar_data_2258.ply,32,./unit1/mmWave_data/mmWave_power_2258.txt
2259,../scenario31/unit1/lidar_data/lidar_data_2259.ply,32,./unit1/mmWave_data/mmWave_power_2259.txt
2260,../scenario31/unit1/lidar_data/lidar_data_2260.ply,30,./unit1/mmWave_data/mmWave_power_2260.txt
2261,../scenario31/unit1/lidar_data/lidar_data_2261.ply,28,./unit1/mmWave_data/mmWave_power_2261.txt
2262,../scenario31/unit1/lidar_data/lidar_data_2262.ply,29,./unit1/mmWave_data/mmWave_power_2262.txt
2263,../scenario31/unit1/lidar_data/lidar_data_2263.ply,28,./unit1/mmWave_data/mmWave_power_2263.txt
2264,../scenario31/unit1/lidar_data/lidar_data_2264.ply,29,./unit1/mmWave_data/mmWave_power_2264.txt
2265,../scenario31/unit1/lidar_data/lidar_data_2265.ply,30,./unit1/mmWave_data/mmWave_power_2265.txt
2266,../scenario31/unit1/lidar_data/lidar_data_2266.ply,28,./unit1/mmWave_data/mmWave_power_2266.txt
2267,../scenario31/unit1/lidar_data/lidar_data_2267.ply,21,./unit1/mmWave_data/mmWave_power_2267.txt
2268,../scenario31/unit1/lidar_data/lidar_data_2268.ply,29,./unit1/mmWave_data/mmWave_power_2268.txt
2269,../scenario31/unit1/lidar_data/lidar_data_2269.ply,29,./unit1/mmWave_data/mmWave_power_2269.txt
2270,../scenario31/unit1/lidar_data/lidar_data_2270.ply,29,./unit1/mmWave_data/mmWave_power_2270.txt
2271,../scenario31/unit1/lidar_data/lidar_data_2271.ply,28,./unit1/mmWave_data/mmWave_power_2271.txt
2272,../scenario31/unit1/lidar_data/lidar_data_2272.ply,29,./unit1/mmWave_data/mmWave_power_2272.txt
2273,../scenario31/unit1/lidar_data/lidar_data_2273.ply,29,./unit1/mmWave_data/mmWave_power_2273.txt
2274,../scenario31/unit1/lidar_data/lidar_data_2274.ply,29,./unit1/mmWave_data/mmWave_power_2274.txt
2275,../scenario31/unit1/lidar_data/lidar_data_2275.ply,29,./unit1/mmWave_data/mmWave_power_2275.txt
2276,../scenario31/unit1/lidar_data/lidar_data_2276.ply,29,./unit1/mmWave_data/mmWave_power_2276.txt
2277,../scenario31/unit1/lidar_data/lidar_data_2277.ply,29,./unit1/mmWave_data/mmWave_power_2277.txt
2278,../scenario31/unit1/lidar_data/lidar_data_2278.ply,29,./unit1/mmWave_data/mmWave_power_2278.txt
2279,../scenario31/unit1/lidar_data/lidar_data_2279.ply,29,./unit1/mmWave_data/mmWave_power_2279.txt
2280,../scenario31/unit1/lidar_data/lidar_data_2280.ply,29,./unit1/mmWave_data/mmWave_power_2280.txt
2281,../scenario31/unit1/lidar_data/lidar_data_2281.ply,28,./unit1/mmWave_data/mmWave_power_2281.txt
2282,../scenario31/unit1/lidar_data/lidar_data_2282.ply,28,./unit1/mmWave_data/mmWave_power_2282.txt
2283,../scenario31/unit1/lidar_data/lidar_data_2283.ply,28,./unit1/mmWave_data/mmWave_power_2283.txt
2284,../scenario31/unit1/lidar_data/lidar_data_2284.ply,28,./unit1/mmWave_data/mmWave_power_2284.txt
2285,../scenario31/unit1/lidar_data/lidar_data_2285.ply,28,./unit1/mmWave_data/mmWave_power_2285.txt
2286,../scenario31/unit1/lidar_data/lidar_data_2286.ply,27,./unit1/mmWave_data/mmWave_power_2286.txt
2287,../scenario31/unit1/lidar_data/lidar_data_2287.ply,27,./unit1/mmWave_data/mmWave_power_2287.txt
2288,../scenario31/unit1/lidar_data/lidar_data_2288.ply,26,./unit1/mmWave_data/mmWave_power_2288.txt
2289,../scenario31/unit1/lidar_data/lidar_data_2289.ply,27,./unit1/mmWave_data/mmWave_power_2289.txt
2290,../scenario31/unit1/lidar_data/lidar_data_2290.ply,26,./unit1/mmWave_data/mmWave_power_2290.txt
2291,../scenario31/unit1/lidar_data/lidar_data_2291.ply,26,./unit1/mmWave_data/mmWave_power_2291.txt
2292,../scenario31/unit1/lidar_data/lidar_data_2292.ply,27,./unit1/mmWave_data/mmWave_power_2292.txt
2293,../scenario31/unit1/lidar_data/lidar_data_2293.ply,26,./unit1/mmWave_data/mmWave_power_2293.txt
2294,../scenario31/unit1/lidar_data/lidar_data_2294.ply,25,./unit1/mmWave_data/mmWave_power_2294.txt
2295,../scenario31/unit1/lidar_data/lidar_data_2295.ply,25,./unit1/mmWave_data/mmWave_power_2295.txt
2296,../scenario31/unit1/lidar_data/lidar_data_2296.ply,22,./unit1/mmWave_data/mmWave_power_2296.txt
2297,../scenario31/unit1/lidar_data/lidar_data_2297.ply,23,./unit1/mmWave_data/mmWave_power_2297.txt
2298,../scenario31/unit1/lidar_data/lidar_data_2298.ply,22,./unit1/mmWave_data/mmWave_power_2298.txt
2299,../scenario31/unit1/lidar_data/lidar_data_2299.ply,22,./unit1/mmWave_data/mmWave_power_2299.txt
2300,../scenario31/unit1/lidar_data/lidar_data_2300.ply,21,./unit1/mmWave_data/mmWave_power_2300.txt
2301,../scenario31/unit1/lidar_data/lidar_data_2301.ply,21,./unit1/mmWave_data/mmWave_power_2301.txt
2302,../scenario31/unit1/lidar_data/lidar_data_2302.ply,22,./unit1/mmWave_data/mmWave_power_2302.txt
2303,../scenario31/unit1/lidar_data/lidar_data_2303.ply,20,./unit1/mmWave_data/mmWave_power_2303.txt
2304,../scenario31/unit1/lidar_data/lidar_data_2304.ply,28,./unit1/mmWave_data/mmWave_power_2304.txt
2305,../scenario31/unit1/lidar_data/lidar_data_2305.ply,29,./unit1/mmWave_data/mmWave_power_2305.txt
2306,../scenario31/unit1/lidar_data/lidar_data_2306.ply,31,./unit1/mmWave_data/mmWave_power_2306.txt
2307,../scenario31/unit1/lidar_data/lidar_data_2307.ply,19,./unit1/mmWave_data/mmWave_power_2307.txt
2308,../scenario31/unit1/lidar_data/lidar_data_2308.ply,18,./unit1/mmWave_data/mmWave_power_2308.txt
2309,../scenario31/unit1/lidar_data/lidar_data_2309.ply,17,./unit1/mmWave_data/mmWave_power_2309.txt
2310,../scenario31/unit1/lidar_data/lidar_data_2310.ply,17,./unit1/mmWave_data/mmWave_power_2310.txt
2311,../scenario31/unit1/lidar_data/lidar_data_2311.ply,15,./unit1/mmWave_data/mmWave_power_2311.txt
2312,../scenario31/unit1/lidar_data/lidar_data_2312.ply,14,./unit1/mmWave_data/mmWave_power_2312.txt
2313,../scenario31/unit1/lidar_data/lidar_data_2313.ply,13,./unit1/mmWave_data/mmWave_power_2313.txt
2314,../scenario31/unit1/lidar_data/lidar_data_2314.ply,13,./unit1/mmWave_data/mmWave_power_2314.txt
2315,../scenario31/unit1/lidar_data/lidar_data_2315.ply,13,./unit1/mmWave_data/mmWave_power_2315.txt
2316,../scenario31/unit1/lidar_data/lidar_data_2316.ply,10,./unit1/mmWave_data/mmWave_power_2316.txt
2317,../scenario31/unit1/lidar_data/lidar_data_2317.ply,10,./unit1/mmWave_data/mmWave_power_2317.txt
