original_index,unit2_gps_nor,original_unit1_pwr_best-beam,original_unit1_pwr
1822,"[0.7887760850977653, 0.5933933581744045]",27,./unit1/mmWave_data/mmWave_power_1822.txt
5881,"[0.20217553446914321, 0.40143825998101496]",51,./unit1/mmWave_data/mmWave_power_5881.txt
3048,"[0.8335116246738614, 0.5636342379485808]",22,./unit1/mmWave_data/mmWave_power_3048.txt
5018,"[0.7634123365465998, 0.6024204865818696]",28,./unit1/mmWave_data/mmWave_power_5018.txt
4453,"[0.734554229845145, 0.6264967262854788]",32,./unit1/mmWave_data/mmWave_power_4453.txt
1327,"[0.7447339429434375, 0.6184050513515477]",31,./unit1/mmWave_data/mmWave_power_1327.txt
7205,"[0.7110653914728783, 0.6379794199986567]",32,./unit1/mmWave_data/mmWave_power_7205.txt
4531,"[0.8994687754467189, 0.06736435949309996]",11,./unit1/mmWave_data/mmWave_power_4531.txt
7973,"[0.5805127947733563, 0.2138914876662654]",44,./unit1/mmWave_data/mmWave_power_7973.txt
8001,"[0.4913040205428443, 0.7414289054313243]",43,./unit1/mmWave_data/mmWave_power_8001.txt
7792,"[0.33852393018201055, 0.8363657626296906]",44,./unit1/mmWave_data/mmWave_power_7792.txt
5853,"[0.40856619549344664, 0.31642890582016203]",48,./unit1/mmWave_data/mmWave_power_5853.txt
6603,"[0.6777081846008424, 0.6192060338811628]",33,./unit1/mmWave_data/mmWave_power_6603.txt
3275,"[0.6668362145055917, 0.6622778301975973]",36,./unit1/mmWave_data/mmWave_power_3275.txt
2457,"[0.48905047887347625, 0.7544200189261705]",43,./unit1/mmWave_data/mmWave_power_2457.txt
4436,"[0.724769114612528, 0.6303437794020249]",32,./unit1/mmWave_data/mmWave_power_4436.txt
3881,"[0.7030084477376825, 0.6335399131252112]",32,./unit1/mmWave_data/mmWave_power_3881.txt
4077,"[0.3502409784190759, 0.8144878395908912]",45,./unit1/mmWave_data/mmWave_power_4077.txt
8099,"[0.9139799416495124, 0.5212932650789623]",12,./unit1/mmWave_data/mmWave_power_8099.txt
194,"[0.8647760942187133, 0.07989943855094488]",25,./unit1/mmWave_data/mmWave_power_194.txt
8384,"[0.7646645575770725, 0.6224976617564001]",28,./unit1/mmWave_data/mmWave_power_8384.txt
6857,"[0.25764048711065024, 0.8619036485290182]",47,./unit1/mmWave_data/mmWave_power_6857.txt
2167,"[0.1958368782417483, 0.8836295607534971]",45,./unit1/mmWave_data/mmWave_power_2167.txt
7786,"[0.29390927897118596, 0.8573900846243916]",47,./unit1/mmWave_data/mmWave_power_7786.txt
1311,"[0.7186653924015041, 0.6320977550761718]",33,./unit1/mmWave_data/mmWave_power_1311.txt
387,"[0.5229516834427169, 0.7094948554333678]",58,./unit1/mmWave_data/mmWave_power_387.txt
1882,"[0.838522789742614, 0.08875116935111448]",28,./unit1/mmWave_data/mmWave_power_1882.txt
7919,"[0.9343302442336839, 0.025748363048022506]",11,./unit1/mmWave_data/mmWave_power_7919.txt
3038,"[0.7898503949471408, 0.582156221151321]",27,./unit1/mmWave_data/mmWave_power_3038.txt
7242,"[0.7529064529188362, 0.6191066416810276]",29,./unit1/mmWave_data/mmWave_power_7242.txt
4747,"[0.7446837628612325, 0.6190364825982286]",29,./unit1/mmWave_data/mmWave_power_4747.txt
4584,"[0.5344444419135489, 0.2577486750178925]",44,./unit1/mmWave_data/mmWave_power_4584.txt
5750,"[0.8516813747505246, 0.5547825071484112]",19,./unit1/mmWave_data/mmWave_power_5750.txt
3044,"[0.8143861721954048, 0.5711178671326802]",25,./unit1/mmWave_data/mmWave_power_3044.txt
2015,"[0.7404378439999182, 0.6042095417974159]",31,./unit1/mmWave_data/mmWave_power_2015.txt
5621,"[0.12005583673279252, 0.9232577176824598]",48,./unit1/mmWave_data/mmWave_power_5621.txt
2208,"[0.4770437547413522, 0.759284378543898]",42,./unit1/mmWave_data/mmWave_power_2208.txt
3579,"[0.5535774974347639, 0.703332553780879]",39,./unit1/mmWave_data/mmWave_power_3579.txt
4041,"[0.33820688334274596, 0.34850327398371655]",49,./unit1/mmWave_data/mmWave_power_4041.txt
7275,"[0.9624174024480628, 0.5194223575336826]",6,./unit1/mmWave_data/mmWave_power_7275.txt
370,"[0.47972838892053243, 0.730191767710327]",43,./unit1/mmWave_data/mmWave_power_370.txt
7149,"[0.7099888007155373, 0.6361903647831104]",34,./unit1/mmWave_data/mmWave_power_7149.txt
1308,"[0.7135014061781708, 0.635360149834073]",33,./unit1/mmWave_data/mmWave_power_1308.txt
4262,"[0.6968393393589367, 0.17877689464192925]",39,./unit1/mmWave_data/mmWave_power_4262.txt
5741,"[0.8105588007820239, 0.5734097288756479]",26,./unit1/mmWave_data/mmWave_power_5741.txt
241,"[0.541730437181117, 0.2524555658042228]",46,./unit1/mmWave_data/mmWave_power_241.txt
7637,"[0.7294974465295665, 0.6218896166047803]",33,./unit1/mmWave_data/mmWave_power_7637.txt
7026,"[0.8197736878466612, 0.12121141217095746]",29,./unit1/mmWave_data/mmWave_power_7026.txt
3573,"[0.5095262316291262, 0.7269527597454006]",42,./unit1/mmWave_data/mmWave_power_3573.txt
7884,"[0.8432283125119291, 0.5721819459236855]",21,./unit1/mmWave_data/mmWave_power_7884.txt
1197,"[0.433289007593566, 0.782296538758588]",43,./unit1/mmWave_data/mmWave_power_1197.txt
4604,"[0.37419056112415383, 0.34086763338708476]",48,./unit1/mmWave_data/mmWave_power_4604.txt
4414,"[0.6463992372728713, 0.6718194578809084]",38,./unit1/mmWave_data/mmWave_power_4414.txt
5058,"[0.9581657812973867, 0.5094831617477447]",3,./unit1/mmWave_data/mmWave_power_5058.txt
8400,"[0.8195570011426344, 0.5901543502094783]",22,./unit1/mmWave_data/mmWave_power_8400.txt
395,"[0.5438174722481116, 0.6994621145692718]",39,./unit1/mmWave_data/mmWave_power_395.txt
1412,"[0.8133757279051994, 0.0964569696287571]",32,./unit1/mmWave_data/mmWave_power_1412.txt
5317,"[0.7789590371050116, 0.1394761460348806]",33,./unit1/mmWave_data/mmWave_power_5317.txt
3144,"[0.5562689743572887, 0.2379677273698745]",26,./unit1/mmWave_data/mmWave_power_3144.txt
3118,"[0.7287629926477306, 0.146304957777536]",39,./unit1/mmWave_data/mmWave_power_3118.txt
6736,"[0.862944521368951, 0.07345650146457794]",23,./unit1/mmWave_data/mmWave_power_6736.txt
3249,"[0.5118710098310426, 0.743627222096134]",33,./unit1/mmWave_data/mmWave_power_3249.txt
2287,"[0.7884271054497433, 0.5973924228031852]",27,./unit1/mmWave_data/mmWave_power_2287.txt
2576,"[0.9772889528387055, 0.017574836382569792]",2,./unit1/mmWave_data/mmWave_power_2576.txt
7783,"[0.23936467457049096, 0.40091206795674433]",48,./unit1/mmWave_data/mmWave_power_7783.txt
4419,"[0.6714505007812549, 0.6574953229096033]",33,./unit1/mmWave_data/mmWave_power_4419.txt
7740,"[0.6553312911371739, 0.17674228213807663]",41,./unit1/mmWave_data/mmWave_power_7740.txt
7744,"[0.6203580576459714, 0.19802385416950846]",42,./unit1/mmWave_data/mmWave_power_7744.txt
8444,"[0.9094705773639143, 0.060734330754887274]",6,./unit1/mmWave_data/mmWave_power_8444.txt
6862,"[0.29416474120786645, 0.8445743687368409]",46,./unit1/mmWave_data/mmWave_power_6862.txt
7705,"[0.9186466889153462, 0.026379794195001468]",17,./unit1/mmWave_data/mmWave_power_7705.txt
4668,"[0.4118164960246756, 0.8048409732833817]",44,./unit1/mmWave_data/mmWave_power_4668.txt
2658,"[0.3172544198207337, 0.3674988312944558]",48,./unit1/mmWave_data/mmWave_power_2658.txt
6663,"[0.7399212172858158, 0.5904700658826697]",15,./unit1/mmWave_data/mmWave_power_6663.txt
2548,"[0.8415199089354038, 0.5740879330103648]",21,./unit1/mmWave_data/mmWave_power_2548.txt
3409,"[0.8849484855828913, 0.08192235760845906]",45,./unit1/mmWave_data/mmWave_power_3409.txt
354,"[0.43920113316597603, 0.7519761463688822]",44,./unit1/mmWave_data/mmWave_power_354.txt
3437,"[0.7069392205228529, 0.17460243250555516]",38,./unit1/mmWave_data/mmWave_power_3437.txt
6570,"[0.5261734725174125, 0.6970942467212299]",42,./unit1/mmWave_data/mmWave_power_6570.txt
3795,"[0.21165500739259865, 0.4208723104625261]",51,./unit1/mmWave_data/mmWave_power_3795.txt
2926,"[0.20128141671855435, 0.8774906458939832]",47,./unit1/mmWave_data/mmWave_power_2926.txt
7907,"[0.987874668430018, 0.5076239475491013]",2,./unit1/mmWave_data/mmWave_power_7907.txt
7955,"[0.7116242150913066, 0.13673994389946187]",39,./unit1/mmWave_data/mmWave_power_7955.txt
1775,"[0.6691285317076134, 0.6535547240169852]",36,./unit1/mmWave_data/mmWave_power_1775.txt
3575,"[0.5225890183177299, 0.7202174931806054]",39,./unit1/mmWave_data/mmWave_power_3575.txt
3516,"[0.15397985040113585, 0.44145229226418004]",51,./unit1/mmWave_data/mmWave_power_3516.txt
1952,"[0.34158263403572914, 0.8108629562717626]",44,./unit1/mmWave_data/mmWave_power_1952.txt
7157,"[0.7100731944852929, 0.6362956033076069]",33,./unit1/mmWave_data/mmWave_power_7157.txt
4086,"[0.4206755607076704, 0.7761927034404735]",43,./unit1/mmWave_data/mmWave_power_4086.txt
7861,"[0.7585562735209452, 0.6180308701415976]",28,./unit1/mmWave_data/mmWave_power_7861.txt
3230,"[0.33350136057343077, 0.8345182417776837]",44,./unit1/mmWave_data/mmWave_power_3230.txt
2645,"[0.4393676397877977, 0.30489943862073626]",48,./unit1/mmWave_data/mmWave_power_2645.txt
2044,"[0.8266004593607973, 0.5600327408242153]",23,./unit1/mmWave_data/mmWave_power_2044.txt
8412,"[0.8813218344788826, 0.5529817585862284]",16,./unit1/mmWave_data/mmWave_power_8412.txt
558,"[0.9146710581924877, 0.05584658564031063]",16,./unit1/mmWave_data/mmWave_power_558.txt
2420,"[0.23193916348046234, 0.8852315250151115]",45,./unit1/mmWave_data/mmWave_power_2420.txt
2388,"[0.5580115916019164, 0.24398971035825548]",44,./unit1/mmWave_data/mmWave_power_2388.txt
8322,"[0.7006575871112835, 0.6578928910122303]",33,./unit1/mmWave_data/mmWave_power_8322.txt
2375,"[0.6614007996898198, 0.18679840979514756]",41,./unit1/mmWave_data/mmWave_power_2375.txt
1845,"[0.9099815017886548, 0.5383068291979483]",13,./unit1/mmWave_data/mmWave_power_1845.txt
4736,"[0.7319813603799263, 0.6257717492627259]",32,./unit1/mmWave_data/mmWave_power_4736.txt
8079,"[0.8157615625088386, 0.5715388212306661]",26,./unit1/mmWave_data/mmWave_power_8079.txt
7832,"[0.6475921545601048, 0.681045369891028]",37,./unit1/mmWave_data/mmWave_power_7832.txt
6033,"[0.9820982571635515, 0.4656337697943718]",4,./unit1/mmWave_data/mmWave_power_6033.txt
3082,"[0.943508636683357, 0.03824836256446793]",10,./unit1/mmWave_data/mmWave_power_3082.txt
6646,"[0.7229124517362493, 0.5988891491385149]",33,./unit1/mmWave_data/mmWave_power_6646.txt
6877,"[0.4366442300759637, 0.7744621145593016]",43,./unit1/mmWave_data/mmWave_power_6877.txt
8500,"[0.5220256328930948, 0.2622076705365269]",45,./unit1/mmWave_data/mmWave_power_8500.txt
1770,"[0.6528359727275387, 0.6613365296020862]",37,./unit1/mmWave_data/mmWave_power_1770.txt
5367,"[0.35339548059210146, 0.3575304023911816]",46,./unit1/mmWave_data/mmWave_power_5367.txt
4093,"[0.47519849640490075, 0.7464452759630743]",42,./unit1/mmWave_data/mmWave_power_4093.txt
309,"[0.281260477934033, 0.8395287651874567]",45,./unit1/mmWave_data/mmWave_power_309.txt
7779,"[0.2811361681970892, 0.3809985969431709]",48,./unit1/mmWave_data/mmWave_power_7779.txt
5926,"[0.43864002864930635, 0.7532857810523662]",20,./unit1/mmWave_data/mmWave_power_5926.txt
3028,"[0.7608485907229671, 0.594410664077374]",29,./unit1/mmWave_data/mmWave_power_3028.txt
4809,"[0.9404681801322585, 0.06903648273781136]",10,./unit1/mmWave_data/mmWave_power_4809.txt
3467,"[0.503785174523641, 0.3136810104378088]",44,./unit1/mmWave_data/mmWave_power_3467.txt
3281,"[0.6931396990541719, 0.6483395698825807]",34,./unit1/mmWave_data/mmWave_power_3281.txt
5576,"[0.5368812169182552, 0.23656454611270283]",44,./unit1/mmWave_data/mmWave_power_5576.txt
1198,"[0.4385784440078258, 0.7792797005910792]",43,./unit1/mmWave_data/mmWave_power_1198.txt
7729,"[0.7466225385993014, 0.11951590273148302]",37,./unit1/mmWave_data/mmWave_power_7729.txt
4211,"[0.9603873902066179, 0.5145813846092281]",4,./unit1/mmWave_data/mmWave_power_4211.txt
3517,"[0.1468930548343883, 0.44324134738002435]",51,./unit1/mmWave_data/mmWave_power_3517.txt
5600,"[0.3714283759185626, 0.3138797940404634]",63,./unit1/mmWave_data/mmWave_power_5600.txt
4807,"[0.9523973532379715, 0.06095650125021869]",6,./unit1/mmWave_data/mmWave_power_4807.txt
230,"[0.6230643605091681, 0.20988657611491163]",43,./unit1/mmWave_data/mmWave_power_230.txt
4107,"[0.577456371827603, 0.6909260993425916]",38,./unit1/mmWave_data/mmWave_power_4107.txt
5559,"[0.6493849518869375, 0.17929139391777527]",42,./unit1/mmWave_data/mmWave_power_5559.txt
4907,"[0.19126592932439387, 0.8879092614143677]",48,./unit1/mmWave_data/mmWave_power_4907.txt
4289,"[0.4752806092666909, 0.30031571573301263]",46,./unit1/mmWave_data/mmWave_power_4289.txt
4990,"[0.7085963035631904, 0.6321562207126323]",33,./unit1/mmWave_data/mmWave_power_4990.txt
3969,"[0.8704715330676484, 0.0650958838451933]",23,./unit1/mmWave_data/mmWave_power_3969.txt
3538,"[0.23420182882058863, 0.8980472409026622]",48,./unit1/mmWave_data/mmWave_power_3538.txt
3305,"[0.7463625145758623, 0.6163587468968862]",29,./unit1/mmWave_data/mmWave_power_3305.txt
2568,"[0.9522901503399408, 0.5259354536031465]",6,./unit1/mmWave_data/mmWave_power_2568.txt
5253,"[0.7972975747017377, 0.5816534145241976]",25,./unit1/mmWave_data/mmWave_power_5253.txt
1746,"[0.5782843431207805, 0.6975093544948545]",39,./unit1/mmWave_data/mmWave_power_1746.txt
5055,"[0.9392843864671627, 0.5187207672042027]",7,./unit1/mmWave_data/mmWave_power_5055.txt
1596,"[0.9847338517047852, 0.017329279792177313]",2,./unit1/mmWave_data/mmWave_power_1596.txt
4028,"[0.44318360661273076, 0.2921071095261604]",48,./unit1/mmWave_data/mmWave_power_4028.txt
4488,"[0.809541513758198, 0.5938143123720925]",22,./unit1/mmWave_data/mmWave_power_4488.txt
5703,"[0.7207478656233954, 0.6190014031565311]",32,./unit1/mmWave_data/mmWave_power_5703.txt
4000,"[0.6611498992885184, 0.16596117875437855]",40,./unit1/mmWave_data/mmWave_power_4000.txt
432,"[0.6429664637348902, 0.6549345183814801]",37,./unit1/mmWave_data/mmWave_power_432.txt
5285,"[0.9683204043691629, 0.5153180543804055]",2,./unit1/mmWave_data/mmWave_power_5285.txt
5541,"[0.7663387474660472, 0.11223105734944215]",36,./unit1/mmWave_data/mmWave_power_5541.txt
3988,"[0.7473022505732771, 0.12194808264004871]",37,./unit1/mmWave_data/mmWave_power_3988.txt
5030,"[0.8068568795692938, 0.5789172124884809]",26,./unit1/mmWave_data/mmWave_power_5030.txt
4233,"[0.8793374405037119, 0.08918381689543887]",21,./unit1/mmWave_data/mmWave_power_4233.txt
630,"[0.40382645903658093, 0.32448550061448184]",47,./unit1/mmWave_data/mmWave_power_630.txt
2188,"[0.33767314977028223, 0.8295252574406968]",44,./unit1/mmWave_data/mmWave_power_2188.txt
4325,"[0.14187960886739442, 0.45424462125905385]",51,./unit1/mmWave_data/mmWave_power_4325.txt
6412,"[0.8893369615032177, 0.05625584639166015]",19,./unit1/mmWave_data/mmWave_power_6412.txt
6565,"[0.49805780287567264, 0.7132834429134534]",42,./unit1/mmWave_data/mmWave_power_6565.txt
3034,"[0.7765344269395462, 0.5872310572198296]",28,./unit1/mmWave_data/mmWave_power_3034.txt
2618,"[0.6789866361312623, 0.16998362937851824]",39,./unit1/mmWave_data/mmWave_power_2618.txt
2344,"[0.8871564090346058, 0.07808699724033749]",20,./unit1/mmWave_data/mmWave_power_2344.txt
1617,"[0.869271773007898, 0.07807530379399906]",23,./unit1/mmWave_data/mmWave_power_1617.txt
3782,"[0.31300736049571254, 0.3804957903160475]",48,./unit1/mmWave_data/mmWave_power_3782.txt
2529,"[0.7681155783982254, 0.6122076708555731]",28,./unit1/mmWave_data/mmWave_power_2529.txt
2770,"[0.7466282408886632, 0.5924637511249339]",29,./unit1/mmWave_data/mmWave_power_2770.txt
7137,"[0.7089601091227119, 0.6367750238396692]",33,./unit1/mmWave_data/mmWave_power_7137.txt
4181,"[0.7968953737738554, 0.5748401935780509]",27,./unit1/mmWave_data/mmWave_power_4181.txt
998,"[0.7494349038968219, 0.6018124414302497]",31,./unit1/mmWave_data/mmWave_power_998.txt
383,"[0.5127263520781501, 0.7142188963869873]",39,./unit1/mmWave_data/mmWave_power_383.txt
6499,"[0.16338177229818027, 0.43558232009011966]",51,./unit1/mmWave_data/mmWave_power_6499.txt
3415,"[0.8533327555112243, 0.09573199260600429]",26,./unit1/mmWave_data/mmWave_power_3415.txt
5575,"[0.543577976425534, 0.23333723089620115]",45,./unit1/mmWave_data/mmWave_power_5575.txt
5291,"[0.952572983491655, 0.03576941046578012]",4,./unit1/mmWave_data/mmWave_power_5291.txt
5596,"[0.39983258101110253, 0.2995790459618352]",48,./unit1/mmWave_data/mmWave_power_5596.txt
4157,"[0.7457740391149867, 0.6016838168106922]",32,./unit1/mmWave_data/mmWave_power_4157.txt
978,"[0.7494896458046819, 0.5986786713916081]",29,./unit1/mmWave_data/mmWave_power_978.txt
7068,"[0.5163621268140206, 0.2766721235737279]",46,./unit1/mmWave_data/mmWave_power_7068.txt
4110,"[0.597556914464456, 0.6799462115586232]",38,./unit1/mmWave_data/mmWave_power_4110.txt
3216,"[0.217945764455478, 0.8834307764529287]",46,./unit1/mmWave_data/mmWave_power_3216.txt
177,"[0.9676156023492225, 0.021527127923910493]",6,./unit1/mmWave_data/mmWave_power_177.txt
539,"[0.9572579780406605, 0.5020696916464442]",5,./unit1/mmWave_data/mmWave_power_539.txt
8372,"[0.7513006904341347, 0.6301216089066936]",29,./unit1/mmWave_data/mmWave_power_8372.txt
5645,"[0.30312644695351276, 0.8321796070469781]",45,./unit1/mmWave_data/mmWave_power_5645.txt
3065,"[0.9354547341555405, 0.5229186154356378]",10,./unit1/mmWave_data/mmWave_power_3065.txt
5241,"[0.7589759614520337, 0.5992282509067675]",28,./unit1/mmWave_data/mmWave_power_5241.txt
8292,"[0.5400060672293853, 0.7420369505829443]",39,./unit1/mmWave_data/mmWave_power_8292.txt
894,"[0.4184881654762656, 0.7676800750067683]",44,./unit1/mmWave_data/mmWave_power_894.txt
441,"[0.6622470182661689, 0.6464335826961994]",37,./unit1/mmWave_data/mmWave_power_441.txt
8270,"[0.38974638531442735, 0.8216323669070361]",43,./unit1/mmWave_data/mmWave_power_8270.txt
4321,"[0.18159029790749714, 0.4350561273679352]",51,./unit1/mmWave_data/mmWave_power_4321.txt
8077,"[0.8079471558230479, 0.5757366701600152]",26,./unit1/mmWave_data/mmWave_power_8077.txt
4780,"[0.8656907401896118, 0.5588049578722528]",19,./unit1/mmWave_data/mmWave_power_4780.txt
299,"[0.2461880247518513, 0.8575420954387122]",47,./unit1/mmWave_data/mmWave_power_299.txt
4357,"[0.25964769022382017, 0.8742048643431071]",45,./unit1/mmWave_data/mmWave_power_4357.txt
7789,"[0.3160341315698461, 0.8472287184428242]",44,./unit1/mmWave_data/mmWave_power_7789.txt
1638,"[0.714637300678751, 0.16458138429018174]",39,./unit1/mmWave_data/mmWave_power_1638.txt
4927,"[0.3331295717874096, 0.8238189901255073]",45,./unit1/mmWave_data/mmWave_power_4927.txt
6913,"[0.6749425780041305, 0.6496024323759426]",36,./unit1/mmWave_data/mmWave_power_6913.txt
1872,"[0.9034603725545078, 0.056138915118739044]",17,./unit1/mmWave_data/mmWave_power_1872.txt
1796,"[0.7345314206974217, 0.6204630499504613]",31,./unit1/mmWave_data/mmWave_power_1796.txt
5020,"[0.7695833456884662, 0.5992282509067675]",28,./unit1/mmWave_data/mmWave_power_5020.txt
613,"[0.5360817570232664, 0.2611202063483743]",45,./unit1/mmWave_data/mmWave_power_613.txt
1802,"[0.7440587927951168, 0.6154116000767158]",33,./unit1/mmWave_data/mmWave_power_1802.txt
904,"[0.4928345129382725, 0.7280051451897696]",42,./unit1/mmWave_data/mmWave_power_904.txt
3907,"[0.7585038125404988, 0.6027478956016975]",29,./unit1/mmWave_data/mmWave_power_3907.txt
4942,"[0.43771055673773607, 0.769784845895506]",43,./unit1/mmWave_data/mmWave_power_4942.txt
3764,"[0.4567390704331789, 0.3146047711629182]",47,./unit1/mmWave_data/mmWave_power_3764.txt
2058,"[0.903179820301035, 0.5226262866551232]",14,./unit1/mmWave_data/mmWave_power_2058.txt
2254,"[0.7294244573093622, 0.6255261926723334]",32,./unit1/mmWave_data/mmWave_power_2254.txt
2452,"[0.45404759352037827, 0.7721000937335348]",43,./unit1/mmWave_data/mmWave_power_2452.txt
7232,"[0.7200407827149379, 0.6357226383953004]",32,./unit1/mmWave_data/mmWave_power_7232.txt
1448,"[0.5269524041920917, 0.2570275959435218]",43,./unit1/mmWave_data/mmWave_power_1448.txt
2403,"[0.432807735030721, 0.311693171519906]",46,./unit1/mmWave_data/mmWave_power_2403.txt
1274,"[0.6696508606916294, 0.6568171187748865]",34,./unit1/mmWave_data/mmWave_power_1274.txt
7201,"[0.7109764358871917, 0.6378040223913612]",33,./unit1/mmWave_data/mmWave_power_7201.txt
6841,"[0.10237420195259476, 0.9330215158611023]",47,./unit1/mmWave_data/mmWave_power_6841.txt
8381,"[0.7603057335283656, 0.6247076711696344]",28,./unit1/mmWave_data/mmWave_power_8381.txt
6905,"[0.6341826691897893, 0.6723456506030928]",37,./unit1/mmWave_data/mmWave_power_6905.txt
1407,"[0.8504086255094665, 0.07705799799073164]",26,./unit1/mmWave_data/mmWave_power_1407.txt
5711,"[0.7383747585249054, 0.6098456500298065]",46,./unit1/mmWave_data/mmWave_power_5711.txt
6547,"[0.38183161845450236, 0.7782507020393872]",46,./unit1/mmWave_data/mmWave_power_6547.txt
6904,"[0.6285396913115765, 0.6761868572955757]",37,./unit1/mmWave_data/mmWave_power_6904.txt
5035,"[0.8293238690531831, 0.5688143126412878]",22,./unit1/mmWave_data/mmWave_power_5035.txt
2341,"[0.90645749177647, 0.0696679139844923]",17,./unit1/mmWave_data/mmWave_power_2341.txt
2859,"[0.7898116194339353, 0.11891955102620157]",33,./unit1/mmWave_data/mmWave_power_2859.txt
1206,"[0.48050389921381514, 0.7566768012274407]",42,./unit1/mmWave_data/mmWave_power_1206.txt
8496,"[0.552706188802726, 0.24742750262375018]",44,./unit1/mmWave_data/mmWave_power_8496.txt
2728,"[0.5554113511827676, 0.692785313541235]",39,./unit1/mmWave_data/mmWave_power_2728.txt
1218,"[0.5421797769643768, 0.7222871844282416]",39,./unit1/mmWave_data/mmWave_power_1218.txt
3135,"[0.6162022348437746, 0.20534377909294882]",43,./unit1/mmWave_data/mmWave_power_3135.txt
3180,"[0.29665093597591585, 0.3780636112050976]",49,./unit1/mmWave_data/mmWave_power_3180.txt
4044,"[0.3135251276735217, 0.35895696904550056]",48,./unit1/mmWave_data/mmWave_power_4044.txt
4571,"[0.6309004358886993, 0.20620907418159762]",41,./unit1/mmWave_data/mmWave_power_4571.txt
3888,"[0.724509090589089, 0.6222521051660077]",50,./unit1/mmWave_data/mmWave_power_3888.txt
8115,"[0.9797888331031682, 0.023082319995402768]",2,./unit1/mmWave_data/mmWave_power_8115.txt
1786,"[0.7066381400393463, 0.6347404120337304]",34,./unit1/mmWave_data/mmWave_power_1786.txt
7050,"[0.6649042815011432, 0.20228016873531798]",39,./unit1/mmWave_data/mmWave_power_7050.txt
6867,"[0.3660613884876158, 0.8100327413227251]",43,./unit1/mmWave_data/mmWave_power_6867.txt
6706,"[0.9474956719654909, 0.49642188996771525]",5,./unit1/mmWave_data/mmWave_power_6706.txt
1355,"[0.8143359921131997, 0.5794434052106653]",26,./unit1/mmWave_data/mmWave_power_1355.txt
406,"[0.5750089525922074, 0.6854420018248197]",38,./unit1/mmWave_data/mmWave_power_406.txt
5267,"[0.8658823368282257, 0.5531805429864988]",16,./unit1/mmWave_data/mmWave_power_5267.txt
1817,"[0.7712837660676642, 0.6014441065446611]",29,./unit1/mmWave_data/mmWave_power_1817.txt
4261,"[0.7041428216102628, 0.17478952276157325]",39,./unit1/mmWave_data/mmWave_power_4261.txt
7686,"[0.9294034729055147, 0.5280168382971213]",10,./unit1/mmWave_data/mmWave_power_7686.txt
2383,"[0.5983769025603061, 0.22110617406520924]",43,./unit1/mmWave_data/mmWave_power_2383.txt
3934,"[0.8817848597391075, 0.5369738070235756]",16,./unit1/mmWave_data/mmWave_power_3934.txt
7032,"[0.7865134197479149, 0.13870439672230367]",33,./unit1/mmWave_data/mmWave_power_7032.txt
3701,"[0.919426761044008, 0.0778765201913445]",14,./unit1/mmWave_data/mmWave_power_3701.txt
3836,"[0.39948132046483914, 0.7929022453326063]",43,./unit1/mmWave_data/mmWave_power_3836.txt
8163,"[0.6457811099403762, 0.2119738071332477]",42,./unit1/mmWave_data/mmWave_power_8163.txt
6493,"[0.21701287118195953, 0.415739008757557]",52,./unit1/mmWave_data/mmWave_power_6493.txt
8327,"[0.7143578888889851, 0.6510962352499857]",32,./unit1/mmWave_data/mmWave_power_8327.txt
4869,"[0.5221419594424355, 0.2982694105804374]",43,./unit1/mmWave_data/mmWave_power_4869.txt
522,"[0.858021171422178, 0.5501520113726517]",21,./unit1/mmWave_data/mmWave_power_522.txt
7659,"[0.781554715679057, 0.5939078582478664]",28,./unit1/mmWave_data/mmWave_power_7659.txt
4293,"[0.43912358211039265, 0.3175397569009915]",47,./unit1/mmWave_data/mmWave_power_4293.txt
4335,"[0.09499773048106441, 0.9442352668888268]",52,./unit1/mmWave_data/mmWave_power_4335.txt
3131,"[0.6426767878301074, 0.19130028095134954]",43,./unit1/mmWave_data/mmWave_power_3131.txt
1432,"[0.6584789505863031, 0.18005144978401375]",40,./unit1/mmWave_data/mmWave_power_1432.txt
5558,"[0.6559334520944627, 0.17563143105724718]",41,./unit1/mmWave_data/mmWave_power_5558.txt
5612,"[0.28259367137231317, 0.3508419087144222]",49,./unit1/mmWave_data/mmWave_power_5612.txt
4465,"[0.7407514694675105, 0.6244738072279645]",28,./unit1/mmWave_data/mmWave_power_4465.txt
5933,"[0.49156860644055894, 0.7263681014864577]",42,./unit1/mmWave_data/mmWave_power_5933.txt
2554,"[0.8721639702592432, 0.5597404119439987]",19,./unit1/mmWave_data/mmWave_power_2554.txt
1042,"[0.7876538760741502, 0.5901075773214424]",29,./unit1/mmWave_data/mmWave_power_1042.txt
6623,"[0.7175500261212334, 0.6005612723832263]",33,./unit1/mmWave_data/mmWave_power_6623.txt
7611,"[0.5647813403099511, 0.7079630495566386]",38,./unit1/mmWave_data/mmWave_power_7611.txt
3050,"[0.8437437987623246, 0.5590505144626453]",21,./unit1/mmWave_data/mmWave_power_3050.txt
4615,"[0.023315488968204026, 0.9878157160570441]",48,./unit1/mmWave_data/mmWave_power_4615.txt
3195,"[0.1760704893122455, 0.426122544836244]",51,./unit1/mmWave_data/mmWave_power_3195.txt
6733,"[0.8812705139524188, 0.06373362984961006]",21,./unit1/mmWave_data/mmWave_power_6733.txt
4535,"[0.8750652911327261, 0.07946679170453429]",21,./unit1/mmWave_data/mmWave_power_4535.txt
5785,"[0.9268625362296052, 0.04503040271521305]",12,./unit1/mmWave_data/mmWave_power_5785.txt
